ID_Client,ID_Location,ID_ClientCategory,FIO,Register_Date,MoneySpent,Purchases_Count,Adress,Birthday,Sex
410,13,10,éàóöúñÿçéøîòöýèô,2013-2-1,1212,16,ãùûæóðèåâó÷,2014-7-28,æ
411,12,3,ûîïëëýððùâòòóâûéþâê,2013-7-6,496,8,íïè áøûæõòúãôïé,2016-9-10,ì
412,4,5,ÿõúëõñö å÷ãñãæ,2014-1-12,1066,17,ççòåìçÿêçúïäó÷ñìÿþ,2013-6-2,ì
413,26,7,àúæüúÿçò ÿúëöþúá,2015-11-21,484,5,þÿýðéùéêûùýäàáïæ÷ð,2013-2-25,ì
414,31,9,êýîöäæúæâéçõóÿì,2014-5-8,3034,8,üëæéþçàåàêæðçð,2014-11-25,ì
415,11,2,õþëîâûþüòáòò å,2014-8-14,842,7,ïëþùðåûòïýÿýêüç,2016-1-10,ì
416,30,6,üôãü ÿêôöïåæíâàáùåèùýàó,2013-9-5,3532,9,êíðìõäæøøåþóàæíñ÷ð,2014-2-4,ì
417,33,8,üþôïäöõîâáðüüáäôóìèûþ,2013-9-18,2586,9,ôøïçôëûæõîúý ,2015-6-25,æ
418,19,1,åëäìáãûèõÿàáû îùåæ  áìáíô,2013-2-20,1243,5,÷ÿÿöùìøäçéìøÿîäüä,2016-3-6,ì
419,5,8,àáàäôðýøáðàúðäîúôþ,2016-10-1,560,8,àäàýåþþ êàíóàè ûçïú,2014-4-12,æ
420,18,10,äþ÷ñöûøùúõúþìò,2016-11-17,805,3, þððø óíàÿõë,2013-12-16,ì
421,20,3,àóúëèååâõéÿòíçòõèÿ,2013-5-8,2373,13,øëúíççýõãàòéðùøüÿ,2016-7-19,æ
422,5,4,îõëûëäïþéøüéõþúûéõðê,2014-8-7,555,17,õðãíçîúûçñè ,2013-3-7,ì
423,34,8,åÿÿøàêëúåëûöíáòî,2014-4-6,2393,19,úäñ ïôèâáýôñö,2015-11-9,ì
424,1,7,ê ìïðòøáõæèîû äéÿçíøú,2014-12-24,1708,20,îòêçìêúæýîíæõ,2013-1-23,æ
425,34,6,óü÷þÿöýüöùàûõèú÷,2016-3-6,2791,5,ñÿÿ÷ÿöôàáþ÷ëâãæîóâ,2014-1-21,æ
426,13,1,äìö òïîÿäþïìîäæûþáä,2014-2-23,53,17,ïðûþåèãûãïìíäíéèçôã,2013-10-24,ì
427,24,6,ôâàúöçðÿèïâàäðëûï,2016-3-11,118,2, áïìëîÿíûÿüÿúëàò÷õ,2016-4-10,æ
428,37,4,èöå óì÷ýçìóè æì,2013-1-18,2773,11,äêáòùäùûðûæ ûõï,2016-5-24,ì
429,27,8,üãîìàëðÿøòóçùîþôåýèë øàï,2014-5-8,4067,17,ÿöòàçýëøûààïö,2013-12-19,ì
430,2,3,ùû÷øüüöùæ èîõù,2014-12-8,3764,17,áëêâäæñòùôáèüî,2016-4-25,ì
431,25,3,çý ÿäìöáÿþàóóøîä õ,2014-7-10,392,12,þûñ÷âêùñ÷áæó,2015-8-8,ì
432,4,4,ýûòâèòìþïóåöí åû,2015-10-20,1759,6,ãæêëòèøíñìééáãíèþáæ,2015-7-10,ì
433,33,6,ùëäÿýáâèøõëüûüëéàòüä æäà,2014-7-23,3261,3,êÿïäáþýåóòíæñöøö ðåð,2013-1-1,æ
434,4,4,ûòëðü ïùæòçèãáìøýóóý÷,2013-4-23,751,14,àææöòþîãòêðñöþå,2015-1-28,æ
435,31,4,åäåõòíýçôõçïà ùìñìòé,2014-1-9,1343,8,âìæýøàÿéûþøáèãáôì,2016-12-22,æ
436,29,3,ïâÿãúòáëðéüçùöü,2015-9-18,4407,6,ûúùþûòøáåúâöüáóððÿüë,2013-2-4,æ
437,16,5,ìãúãùøìú÷úå éõãö ïêôûþç,2016-5-10,3352,10,óñæüúúõåêëåûû÷âæøý,2015-2-16,æ
438,33,10,áõðóôôôúûéýîöÿêëòôáéèÿâ,2013-12-12,4588,20,óîèûùâçõìáóïý÷éô,2016-2-8,æ
439,37,9,óõåâûÿëâíøíìáõñçûÿéææ,2016-3-2,4452,18,õôçàâãæô÷ì ,2015-1-25,ì
440,11,8,ôîþìýþáøàâã÷þõþû÷,2016-2-6,285,12,äðöèîüáãøìýïåúîþä,2016-9-11,æ
441,21,5, æøúòã÷íåïøñççýôãåë÷úéè,2013-8-2,313,19,àïðöåôõó÷åòùð,2015-10-6,æ
442,9,7,úôíî ÷äìþçêçãýðõ÷ú÷ÿ,2013-2-21,4267,2,ãàëìùíó ÿþóÿìÿä,2013-10-13,æ
443,13,10,î÷ùìàõåêîåðëø÷ åíäõú,2013-10-28,1184,10,÷ýóýþàíçñåãàìñäüö,2016-10-7,ì
444,21,1,ïæêíîèêçýñôûøöë÷ê,2016-11-6,4321,19,äâòðüøàéìéàÿòü÷õ,2013-10-18,æ
445,28,6,îøîóóåôâåò õôùñúöýôõ,2014-2-22,4846,14,þÿûçú÷ìïúåð÷âõïéð,2015-2-1,ì
446,27,5,üêüþåóðáþþþïãèìêåá,2014-4-6,3605,15,ììèêèòìáæùúñè÷òäéö,2013-3-7,æ
447,30,8,üñúýÿþùèã÷îäåçññïç,2016-6-14,2900,15,þáîúòíõÿýîîì,2016-7-25,ì
448,11,1,ãè üòñãïèâøíüáåêýìó,2015-6-24,638,8,æãéîûäÿìôûþû÷ìõã ò,2016-11-13,ì
449,6,6,äøïàäðüáâñûüêê,2014-8-16,1581,1,áõê óïáûÿÿëþâæ÷ÿÿ,2015-9-10,æ
450,8,8,éçÿó÷þý÷â÷ñéîàëóþëäöùè ùï,2013-6-5,1312,16,ñçï íôøòìóÿúèìê÷,2014-12-28,æ
451,19,2,íâåõåæÿïðæêòûþëáçùõêéìäêí,2016-3-16,4939,19,éãàùùêñðòèñû,2015-10-2,æ
452,29,2,ëøòêÿïêììúóïøãûðûãüîà,2016-1-13,1024,3,ÿùçàóüáíüöôèÿð,2015-4-8,ì
453,4,10,á èúàäïòåøòÿõèçã,2015-4-23,561,20,øçõüùíçäíÿáïèö,2016-3-11,æ
454,21,2,ïñ ùïààòü÷éâïåíýøïöùþó÷,2016-5-7,429,5,õðö÷ëàäëäûýùèïìöëå,2015-11-11,ì
455,19,4,÷êàô ÿñùõôüñéôáþüý,2014-3-24,1252,15,äîôúùçúïééëÿýæùëõ,2013-3-4,æ
456,21,8,íøïäüäâðêíáúâðöêé,2013-6-2,573,4,ùíîÿíòåôûøÿõþå,2013-6-26,ì
457,14,6,÷æô íìóéíúüóø÷æòò÷,2013-1-11,3574,5,÷ìåøòéöåäìöè,2015-11-26,ì
458,34,3,ëêìàãúîþñçþåøðèïäá,2015-2-13,2693,2,âëêìöáíöðùøñâ,2014-11-8,ì
459,18,1,îááèåòüÿÿÿëãìâåþñ,2014-10-24,483,4,þãðãæëðíûêèìãì,2016-1-18,æ
460,21,4,æúýïùøêêñìôóëåùäæäúøàîñ,2015-9-9,1222,12,ûéâîù óýêäóóèì,2015-10-18,æ
461,13,4,ðç÷è÷íüõë æêýùçãéãúüéñóó,2015-10-10,718,1,ïàþåäýùçïäï,2016-1-22,ì
462,37,3,ÿý ãòàæîàãöòèá êúòðùíü âý,2013-5-20,2840,6, êâîìôïæÿûóúô ë,2015-4-24,ì
463,31,10,åâòüæåóððìéâü÷å÷åéááðùíïó,2014-2-22,738,14,âôòíþæïâýüæôåöüôáû,2014-8-23,ì
464,21,8,õñåæõùóíêéñùãïöåöäôüà,2015-2-12,4716,2,îâçñíá åæÿáàþäáññáè,2016-3-26,æ
465,21,9,úòýøïàûûÿõãþÿöô,2016-4-14,6,13,åñæòç÷ûîûééìãòþëåûäâ,2016-1-2,ì
466,24,8,íúòñäþîýòãòûëþþåîñýý,2014-8-4,3216,9,àåðüþî ïçÿíç,2015-10-14,ì
467,7,2,íüêøüüûæûèñúåæä÷äïåðèä,2013-12-17,3326,10,ñíãæñúãñòëð,2016-8-25,ì
468,24,8,ûøâþëäèáñàþáæë,2016-5-16,1841,7,áñïþèðåçòîâøöîéúôêäë,2013-2-23,æ
469,22,1,öô  ðùäÿàæçèùàþüùýöæ,2016-11-18,470,10,ôûäàéîñúüèÿáçõùàìîû,2013-5-1,æ
470,34,8,ôëð÷êöøîìçàèãåãàøûãôæãåóý,2013-9-7,369,2,òáøæõüöýèûûôçâÿ,2015-12-21,ì
471,36,5,òôðõì ñãäüñ  áú÷ýå,2015-9-18,4801,18,ãïûúôñâôà  ,2014-8-27,æ
472,5,7,ãìîèúæìüûãüöôúå÷ä èñ÷ïûïõ,2015-12-5,4206,15,øìòõòöóøâüñÿõæùêïéî,2015-4-1,ì
473,7,7,ýçôÿøÿûæÿçèûüìäøìúíâõð,2014-2-18,745,9,üèóøòéøâüìýíîàääø,2015-2-8,ì
474,20,3,ÿåãñûûæåþûú ýæ,2013-8-17,495,5,âÿñùøÿüöòûåìá,2016-7-4,ì
475,24,3,å÷çáé ò÷òòö÷èæêîçü,2015-8-26,226,9,ãð÷ìùëéåûóæ,2014-1-15,æ
476,19,5,úÿôàýäèþôýãöúüàðâìîõòòü÷ä,2014-2-9,2334,10,èúþãûåì÷øòîöü÷,2014-10-6,æ
477,31,4,öòã íøîôðìöê ü éõÿéôñ,2016-11-11,4066,2,þýãþþÿøáâòâáõ,2015-11-7,æ
478,35,3,ãêçìíûêòûøûúôáéúíâ,2016-2-28,229,5,øïðïÿäüàæõúæ,2014-2-17,æ
479,17,2,ÿþðçòáêãæéäÿöøéîïø,2014-9-14,2595,10,ûþüéâûâýèôäíüà,2013-9-3,ì
480,40,6,ùóðæüëøáõçöÿøóæ÷ôóóëäÿèø,2014-4-19,2599,14,êî  äõïÿùøòãêèûþëëé,2016-6-8,æ
481,22,2,æàéîèèþåùõäôòåÿáÿ,2013-6-20,2386,3,àøùëäôÿåððïí îï,2015-3-14,ì
482,37,10,òýáñîõèäÿþäåøýÿùæôùçñ,2016-5-5,710,2,êýöåâôééãùãâùÿûê,2014-11-16,ì
483,16,7,êêóåå÷âçüôîüåô ,2016-4-3,2238,16,íè òþûóãåðøóûùúçåÿ,2013-5-16,æ
484,15,7,èæõîþè÷þòëâéðòèðúçèâò÷,2014-5-27,4864,11,öéåÿâîåõûæèù÷ýëñùôè,2016-10-25,æ
485,9,5,áñóýîþñöéûâðòûþóù,2014-6-7,4228,7,åàóðü÷éøõûø ëüæðóèàá,2015-2-1,ì
486,39,1,ôööìæåäìéèéñþàõé,2015-11-6,2543,1,áôöõüøòóô ä,2015-12-4,æ
487,12,2,ìíø äçüþæëìÿú÷ñïùõëåðø ,2015-7-14,3504,2,øÿîâöãóõüúáüÿøå,2014-10-10,æ
488,16,7, çêæ ûðúõêæúõõìùõåàñûø,2013-1-17,1276,2,ôðùòðéäêýý åëòòëâð÷í,2015-8-8,æ
489,14,6,ÿöæýøúúêóáöêþýãí,2014-8-5,586,7,àùþêúéìàëøøõ,2013-2-21,ì
490,32,6,çàðôúïýåûèãôöñ,2014-10-5,1387,2,üáëäøáçúöþâè÷éõö,2015-10-1,ì
491,35,3,ùãòáòïïòíëæéç÷,2016-4-6,2993,3,üïåääðýíîí ñîäñá ð,2014-5-14,æ
492,3,2,íÿ ëéÿæùîûùûâçèäêðè,2015-8-26,2744,5,äâæçáôúüçéÿúâèõýþùïá,2013-8-18,æ
493,18,8,ùîíæý÷ÿéíâôàèãêôñÿðð,2015-10-15,1938,11,äãìáìôûïþÿàèð÷ôäãñÿ,2016-2-17,æ
494,28,5,õúø÷þïï çñýäïõëüâçïðþí,2014-2-28,2927,20,þîêìäóåòüëíÿõ,2015-2-24,ì
495,24,5,ü÷ ðþåòÿéõàëìêö÷,2013-11-10,1472,6,íãüäïþóääèç,2013-7-25,æ
496,7,3,ìùêíðïô÷ìÿÿíöàøöéþãäùø þê,2013-4-27,2986,18,åõáãïìåúöçöéèñìöç,2015-5-3,æ
497,34,8,ãæóãëûòííéêýâöóøëçñùèö,2015-3-17,4882,11,ûôìýåëãäòðò ,2014-4-6,ì
498,15,5,üôûìýêúæøàýæáÿÿþüõçêð,2013-1-7,1068,18,å ûðûñ÷óöòâåíüùáóêÿù,2013-11-13,ì
499,31,8,äûãóòåî ôé äéî,2015-11-11,2488,9,öí÷ãïóøôáæ÷ú,2016-3-19,ì
500,17,1,óíùíõýçüæýþñòãÿôïèï öûþþ,2015-8-16,277,13,îåâúõûëêâéúåç,2013-6-14,ì
501,22,9,åñé íãíáçþîÿëâõ,2016-1-14,4041,4,÷ñèÿáþëâ÷ú÷ø÷îûáðãæ,2013-12-20,ì
502,29,1,ðîðüáöãàùöóöóü÷ùÿâ,2014-7-11,1817,4,ôúâÿìõàü èìçæèöñÿâñ,2014-8-27,ì
503,6,8,ëõï÷òóþìñö þãûî,2014-11-26,3978,7,çôøæÿäýùçãååãöäõõé÷,2016-11-20,æ
504,2,4,í÷äñþúáëìúïúñáëñ,2013-8-17,502,19,âòñëõêöùåüüèüò,2014-10-24,ì
505,24,4,ûùäüçþáèððãìèñþ,2015-9-10,223,12,ìõâêèòïæðýâýä,2013-7-23,æ
506,32,10,áè ððõûñóêíòôäâåå ,2013-7-5,852,17,öíýõéûâïáëáåæêê,2013-11-12,æ
507,22,6,îñò øûðóÿá åìãâìõæãùî÷,2016-12-12,3578,2,æ÷ÿìáàú÷àîîéîá,2015-1-10,ì
508,24,10,ëìëþèäñ÷ûôîìèñçâïøöçàââòý,2014-2-25,1041,13,ùøðìÿòåëìîð,2015-11-23,ì
509,12,6,úüùôìñáÿòõðëúðåî÷ðùãí,2016-9-19,222,7,ðéåìááôûâçàû÷,2014-9-3,æ
510,1,8,òøùï ûýìêà÷äúâúíòûøëùöÿàû,2014-10-5,3605,7,îðúöýÿîêãýåõáø ,2014-2-24,æ
511,26,6,ôôååð ööûþüö÷ãôîæåøíøô ,2013-3-19,2540,10,ãéþåãÿöòçúââæé,2015-8-12,ì
512,2,9,åìì ÷ÿøå éûþóðëñð,2013-3-26,4137,5,åéòüâëûðïòñ,2015-3-9,ì
513,26,10,éõèûôèüâüàòñÿïõòàììðû,2015-11-13,286,15,çõâîðæïü ÿààéê,2014-8-1,æ
514,36,5,éæùæòðôíáíçëõóýóâáÿôþøøàî,2014-3-17,1095,15,ïóùåàöïíóòõ÷ÿúá ,2014-11-28,ì
515,5,8,÷îÿçõÿãïààêâýèñëýé÷ûêòññ,2016-9-28,4429,19,ìàò úðêèîëþ÷äöõþæë,2016-9-25,ì
516,1,6,äãúáþîíý úíá÷á,2014-2-3,3679,6,ñóþèúæúÿñäíòâü,2014-11-26,ì
517,32,5,ûöþëíåêåùóàèçÿâÿù,2015-8-15,393,10,îøúêüô÷îáàãúñì÷ñ,2015-11-2,ì
518,27,9,ôäù ñÿãïþñéüàüúæï,2015-6-12,2002,13,ýæéèûÿèúìðöè,2013-5-28,ì
519,26,3,åáïæëî îñ þò õüîåñæêüá ,2015-6-15,1178,9,úìöøëáûôëõïàì÷éóõ,2016-10-22,ì
520,6,5,àãñæ÷ùà üäêêÿíçóñøé þôç,2014-7-16,75,8,ùâçþì÷ðãõ÷ûáåúçëèí,2013-6-22,ì
521,6,4,äêååöøûôøããâàåëæìàáûðó,2015-12-21,2815,11,åôîôëüþõåòíùäûõäþûõé,2016-11-19,ì
522,5,8,éó æäé÷ôñõäôíæöòìãä,2015-10-1,1835,18,éáÿí üñøéçùùçä,2016-10-20,ì
523,3,9,îæö èåçý÷âôåëâæøóøèàóöàôê,2013-2-24,529,19,øèõèöúèìäúýîìù,2013-12-27,æ
524,11,8,èèäàõèúæïø æêì,2014-10-22,214,5,þ  óóòíóåýüø óþæïû,2014-6-23,ì
525,13,9,êñôñìñèæýÿàíùôûêðïôýõ,2015-2-10,3462,6,ãîóöõï êþçòòúíæëêèüô,2013-10-26,æ
526,3,3,ëåòâùîëäüþé õå,2015-1-17,3112,6,ý÷û÷õøïèôúí û,2013-9-9,æ
527,31,1,üîíüæþêåäçýòîðéëòúæþú ûë,2013-10-14,843,15,øñúàûý æã÷âúü,2014-8-1,æ
528,36,2,ú÷ùüìôñ áóðöååýçø,2013-3-23,4017,18,ìïþìóçâùôãæúóýñíì,2013-9-19,ì
529,6,8,÷öàçðøóæö ðáõáüðñêåýø ,2015-8-13,2417,4,ýõüï îõòóúüäçùôåò,2013-3-18,ì
530,34,3,åàüðè æíûêóðìãô,2016-12-25,379,4,÷èèæêìâáìóê,2014-5-26,ì
531,15,5,ôÿõðùæàãîã÷éîÿûðêýù÷ñè,2014-10-28,1317,16,óíïõáúîîôöúïá ïêùü,2016-10-15,æ
532,14,9,÷þëýêçèóñîðòçååíýíäèáôðäï,2015-5-3,4752,3,åþ÷ããüìúòêûëíó,2016-1-19,ì
533,37,4,ñó öûýþþäï÷åìçêýö,2013-5-6,1194,8,ïóôïóòåçíäòîí ,2016-10-6,æ
534,16,9,îóþüáðàùûçõãëêóüùòîóÿ,2014-10-4,920,15,ìïïàêíçýåüéíåðçýè,2014-6-19,æ
535,4,4,üñàñ îíýñèì÷ïî,2014-1-28,4152,2,àðîôêôâãìóô,2015-3-7,ì
536,36,8,ûúíïâñ÷öèÿààóôïðâ,2015-8-18,3556,1,ìçéãüáôãá öèöæüæâ,2014-1-6,æ
537,36,5,äòöòðâéñáÿãðöüýä,2014-3-14,913,6,úÿóåÿéôíïàþôàëáûýïà ,2015-12-22,ì
538,16,10,âëëìáÿæ àýãúòô÷ééùãóóìå,2013-3-25,2097,4,áïëàòøÿÿøá í,2016-2-28,ì
539,34,6,ûìÿäøýîôâìáðìéíô÷óìø,2014-3-25,3308,20,øâáõêûûëðáë,2013-4-23,æ
540,15,5, ñôøþôãëìþñéúõ,2013-10-20,1558,11,ãíþáíäççðäæô,2014-5-2,æ
541,19,10,÷øèõðëñòòùèíèû,2014-10-11,1468,6,ññôéîà òóýøâê÷ç,2013-8-21,ì
542,19,4,ëâêíè÷óéåâëùôüëú,2015-7-1,1105,19,üçïçþéþâòüàëïðé ÷,2014-6-15,ì
543,38,3,êÿó÷ðéáíóüçêð æïúõùûî,2014-7-12,1337,13,óþúúàùòñüáèâ,2015-6-18,ì
544,24,2,îíû þàýðâûôóêçü÷â÷,2016-11-2,4393,10,âíìäýèõààôæö,2015-2-16,ì
545,4,2,äõ ðäæäôðíáíûçíüÿôþãìèä÷è,2015-11-8,4173,18,èìèýåêòãû ðèåàþúí,2014-10-8,ì
546,38,10,øäûîðäõýàðûþãúûãá,2013-10-22,2910,12,çåüòæ÷æýè ì ,2016-6-24,æ
547,14,3,úâíìøà÷äôãóïåüüûóúâëüúðþñ,2016-9-11,1979,5,þèðåèçìõöøâõáèïðîó,2014-3-11,æ
548,37,3,÷äðþôýððüéê÷ìåãé,2016-9-23,3679,7,ððãáòýä ÿðêóåòû,2014-9-14,ì
549,34,8,íÿõíðüõëèçú÷ëýìôþöå,2015-1-25,3406,12,æúúúëæïøùìæäçíãõðòô,2014-3-13,æ
550,18,10,öíïóîæüøîû ëÿýèöðá î÷ò,2016-3-16,550,13,þãôæ÷üñþòèïå ,2015-4-27,ì
551,29,5,ãêàîíóäøàîòîòýâ÷ýõæýüûø,2015-12-16,3781,17,õçýîúåÿôðùöí,2015-1-9,ì
552,33,8,õüè ÿçüçëæçèýåò÷ù,2016-5-12,833,1,èã÷ïãýõäòâéú÷ø ðóêé,2013-4-13,æ
553,7,7,÷õìçûâøîìûåêþç åìöëîù,2014-2-24,1448,19,ñêõäòàýàÿôæû,2014-4-26,ì
554,8,3,èóåÿçñìÿðôö÷õóø,2014-5-26,4841,1,  üõóöú äíòüþïôïøú,2013-2-16,æ
555,32,10,æ áæìîçêîööàþçøÿüïû,2014-6-3,2429,7,ñ èñÿéåòãùáæ,2016-3-9,ì
556,17,1, üöâçüòáõîèàøêýüãùîþöæìþ,2013-5-27,3685,13,ñáêöàþôûüøìú÷ÿáä,2016-12-14,æ
557,5,10,çêóãñãýíôí  ÷þçääýåá ,2015-10-18,3312,15,ûëèõàòòñþãçùàìôãøáñ,2016-2-7,æ
558,39,4,ðàéâöàîäáòüçëäüîòôûã÷þÿ÷ú,2015-3-1,797,12,ôæöü÷îôþåøòýøïëÿ÷ö ,2015-11-23,ì
559,16,8,óûöùóòñúõñêâñç,2015-3-25,2339,7,äýçàùìäùêòõ ,2016-10-21,ì
560,6,6,öÿîîáéúææýõýòãÿêàäñòû áçí,2013-4-19,4082,8,þèýàçîèýóììêèà,2013-1-2,ì
561,5,4,à÷äúóðûíàûäáôÿøæñòéûë,2014-2-25,1326,13,ëúîíáýàïõáñýñ,2014-2-12,æ
562,11,1,ôääñùãäçõîêþãûãòî,2015-3-21,3594,20,çòöôõáïëúäíöù,2015-1-3,ì
563,14,10,úûâøöêâîúåîþïýÿîàøüå ,2015-6-23,570,4,ôãú ÿèáëýëçñ,2014-3-28,ì
564,7,4,ìåâòãéáýûìâæêêêàëêñ,2013-12-16,4283,14,àóéàõûâöãðÿ ôì,2014-4-6,æ
565,24,2,ÿñûçóüâêñõçðåáóüýðþå,2013-5-23,3313,14,ìûóçãùææäôþñ,2016-11-3,æ
566,40,7,ãõàûîóçýòÿìüðäàáïûçêìòä,2013-5-27,1648,16,áýù âøÿ óøìÿæâíúæ,2014-5-3,æ
567,4,3,ôçáæäëûþþô äöþûûæåàèâùâ,2013-11-27,3125,5,ûæçìåéîèþáúýúÿãäù,2016-1-25,æ
568,22,8,ûþøúìåáãëëéçÿöæäøêþ,2013-8-9,3875,12,úññüæäÿüèúõÿïô,2016-4-1,æ
569,27,3,åûõðâê÷ ÷üòöëüù,2013-11-23,618,13,ëíîåèðôãüáýá,2013-6-20,ì
570,28,6,ñàêáëãøåúýàäáóãìû,2016-11-14,3359,7,îõýêõ çùôòûèåüñà,2016-4-28,ì
571,20,7,âìûïàþïüêï÷äáãþõâéîóàñ,2014-11-21,3156,1,äüàèæâéùêõáñ íã,2015-5-24,ì
572,7,4,þéïøåïîïû àû÷áâûîëó åç ,2014-10-19,4554,4,øìÿùáùóéõ è,2015-3-13,æ
573,32,7,õò÷öúòéüíèðÿàëÿç öúêáíîö,2014-10-13,4453,18,ýóåýæóãêëüõüïîâùöø,2013-1-12,ì
574,20,5,÷îÿýöçåøíöúå÷âéî,2015-5-3,4820,15,èçè÷àîîèâöþãÿù åüâ,2016-10-19,æ
575,37,7,áæåúøõäéè ìåùçõåääöøôîúõ,2015-1-16,1540,6,îèãàóäòêúüüú ,2013-10-11,ì
576,10,3,ýëô÷âýäõêôëäàí,2016-3-25,1186,15,üôôïóüêæüòïçæüûýâíý,2015-3-4,æ
577,16,4, úäûäæãöëîÿêëêëóúïôéæêäóæ,2016-12-19,2163,1,æôþëêüâëõð óäèõ,2013-4-27,ì
578,31,1,òøéðîëüëêååçÿìäõúôö,2015-10-13,2352,9,àãöòèôýðîáûþûèþò,2016-4-24,æ
579,36,6,îäñåþì ñ ùîâïýûùéàøïøïü  ,2013-6-17,4767,12,íçåíëù÷ã æäê éíöøí,2015-7-7,ì
580,7,1,ñóëäìîâóùèãèãïþïàø,2015-6-16,216,15,òóôãåôåæêãûüÿåá,2014-11-18,ì
581,4,9,ðþêìîòåãêâøþìúåòæ,2016-6-6,4586,17,öíùýîòâýüâàåà÷èóþ÷çè,2016-8-17,ì
582,36,4,ùþôäêáóîáçñý ûùëýûýôðýÿ,2016-4-3,3828,19,âì÷æíõþøûýïäõ÷êáÿý,2016-9-21,æ
583,26,1,ëíüàõæü àøìíúìãëö,2013-8-13,1713,2,õöûãæú üûëöþâ,2013-3-8,æ
584,19,4,ïúôåðîõéðúæ ûïøöø,2014-1-8,4345,9,èøãýñÿëóóæû,2014-8-18,æ
585,5,9,äûûäóððòùþìîþéôäü,2016-1-28,4642,8,î÷ççýò öâòíñþëèêï,2014-7-22,æ
586,30,10,óñõæí÷àîçöþ÷éþàüöôñðâ,2014-9-2,3218,3,ùúïåïôýîèåçì÷õóäùõç,2014-9-24,ì
587,13,4,òùñâúïíñô÷úúééë çïíáøááéà,2015-1-15,784,12,ôüîüíõåäîíê,2013-2-12,æ
588,21,3,óúûäéààþ÷üåùêæç,2014-12-12,116,8,ìùñëèáèæþøóà,2014-7-9,æ
589,1,4,çòâêúéòìïóöåðæîòäýä,2013-11-24,3640,10,æéðâúóôøøìæþòþõâ,2014-7-7,ì
590,4,9,ûèñýåíêþâäôÿüíï,2013-3-21,2422,1,ããàæ òàò ééòêóêþà,2014-3-28,ì
591,17,6,ëóûäâôëúûùãäøþùåäñíêè,2015-10-2,1872,4,÷íýîë áïáö÷÷úîáòèæõ,2014-11-17,æ
592,28,7,êáçòéêøìðãöïöðÿõðñãì,2015-5-2,654,1,åèããñæòáêìþúîùá ,2013-9-19,ì
593,7,3,ôëþòêùúäñïáìëð ,2013-11-25,1495,10,îäéçûíáâùûâíóâîá,2015-6-9,ì
594,35,1,ÿôíàúôêõåççâð÷âõí,2015-2-22,2353,11,ìáëÿõùëäæýìãøîûâîòæå,2013-9-20,æ
595,4,6,êýëñçùãøìæëèÿôáêþð÷îàöæ,2015-12-21,1235,16,âôèüâþëåùãåè,2014-2-3,ì
596,26,10,äýýûþêìöæôâûì÷ñ,2015-3-1,4341,3,åúëýèúþúö ùäú÷áíàòñü,2016-7-10,æ
597,30,8,àéûçóïæúûøèíäãù,2013-2-2,2620,7,ãâåðäøàïüúêççúþ÷÷åáÿ,2016-7-5,æ
598,27,5,àáãêÿíîðòàýúüç,2013-7-1,910,7,ð÷õíëäãöûûëóæûþèá,2013-11-11,ì
599,10,6,ðàÿ÷öíêëèû÷æíàéõ,2016-8-22,3124,17,ûôõýïóé÷úåãéúá,2015-11-11,æ
600,1,7,ôûåêõìèÿóãáéëçæåöëþþè,2014-8-15,1350,8,þâôñð÷óÿîèýâìçüú,2014-8-5,æ
601,37,4,üþåäù÷ô÷öåôöæìñ ýíòþÿþ,2014-1-19,38,11,øýøýäëôþëèâöòêùôéâÿ,2014-12-17,ì
602,26,10,öççèãúãäïîðæúðãýéññòý,2016-1-3,4679,1,ïèãàåïñæýùéõåùõùãç,2013-7-14,æ
603,16,4,øóãïùéÿ÷÷òùïìþî,2014-11-3,4654,20,êããûååñìôûéîìæ,2015-12-10,ì
604,38,6,þáöÿðüøã÷ìóíôýÿþâçøáêâ,2014-9-26,3982,5,é âùìåðîäàéñóàæèøóë,2016-2-6,ì
605,40,10,èáåøëûìëðñùêüñäëéóéíîìþýç,2014-4-7,1609,2,ïöíêíçþñóãÿëþ÷ö,2015-6-15,æ
606,33,4,÷þââäùôóïùñùéòñî÷ïúå,2014-9-12,1416,19,ÿíïê÷áëïûýõôõ,2016-1-26,æ
607,28,4,ñã ãìêððìçâìçþòåë÷÷ôïãÿôá,2013-6-23,50,8,åøêúððöúüçé,2016-2-17,ì
608,35,1,öððüîþêçãøùá÷öâõ,2016-8-26,348,1,äò÷òúþÿåðæì÷,2013-11-11,æ
609,33,1,öãÿêãæöçøóáíïùá,2014-2-26,4287,10,ðéäôú÷ùëìîýñÿéóå,2013-4-28,æ
610,21,2,÷áæìòòÿúôúðäøéïêïäøáôû,2015-12-16,786,6,õîñáæúöêâåèúýý,2014-10-26,æ
611,34,6,îëïííõñåèïì ãïþ÷òèþàüûçë,2016-4-23,2483,2,ê÷ã è÷ñôüòÿæÿääï,2014-3-7,ì
612,32,10,õéìãíúæ÷äúåöíîôåþèðáú,2015-11-24,184,15,íîðììêôëìúíëûåèîêêà,2013-10-23,ì
613,15,3,òëì þûüóìïðüëéòùáõ,2016-5-25,4344,11,üÿúêÿòùêâéëöû,2015-3-4,æ
614,25,9,üâëóîìááü÷õþøáó,2013-5-27,455,10,üéôäóñ ðñýïáëâíäàî,2014-3-27,æ
615,20,8,îôìãþïèç øëôà âþíêçðøñ,2013-5-7,4638,9,òóæüäëýõ úûûîï,2014-6-20,ì
