ID_Client,ID_Location,ID_ClientCategory,FIO,Register_Date,MoneySpent,Purchases_Count,Adress,Birthday,Sex
396,1,3,אחיןיזבכלÿןקידסו‎םחל,2016-9-16,4900,1,נסד‏כתûÿמתשהû‏יאך,2014-4-13,ל,
397,35,3,םעסüץלצ‎ינחן‎צםםסמןסטü,2013-2-4,1166,4,ןנלכווטהסשוום,2014-1-22,ז,
398,26,4,רעעצמלעעל‏ץתרחןך,2015-6-18,72,3,ףסוסדריק‎ללןכ,2015-3-26,ל,
399,22,1,מנ‏כמעטעהמü‏טךקהךבףכיםצם,2014-7-10,4160,13,כצממחבעמדûראתוכקם,2015-2-28,ז,
400,18,9,üפ‎אםץÿןיז‎‏üפגדן,2015-7-19,1895,14,אמקפדרגפתטלחעלüדת,2015-2-10,ז,
401,5,5,ûפ‎ץזסו‎מבחזכגצגצבüזדם,2014-2-13,4035,7,סכםי‎תהמךתםüחנוכש,2013-6-18,ל,
402,20,1,üקÿךנ‏טתופדןסךסשתבüיצג,2015-1-22,3535,12,בשטוהפל‏כטפק,2015-3-22,ז,
403,39,9,‎üמרםאÿמסובןנאיףץדכךüח,2015-7-18,832,3,יסדשגתטךנןמיב,2016-9-15,ל,
404,2,8,תגהגםכגûגטשםלל‏,2013-2-4,833,2,ךשעוחחהבררû,2014-9-24,ז,
405,28,5,ח‏סדגץתבפעטטןסת,2016-8-9,3431,5,כגחטו‎üÿזלרמךכר,2016-10-15,ל,
406,3,5,‎ףÿזבעח‎לשץךûחûיכפÿשמרמ‏ג,2013-12-5,1564,6,דאללצםרץנקכט,2014-9-2,ז,
407,8,4,ךמךלסףטישבעסםבתדÿע,2013-10-28,1025,6,כצףץנטקפנףצףüע,2015-11-4,ל,
408,21,3,כסאבד‏רץןוזחיזצÿכהןרס,2014-10-19,2865,16,תיףהץטמכשנפדצך,2013-8-28,ל,
409,22,6,הכüכנûתטךעגזםץשחאשכנבü,2013-4-27,1467,9,עהעם‎ץגנצהךתפרדמ,2015-9-7,ל,
410,23,2,מÿÿפדא‏ע‏ר‏‎ü‏טך,2013-2-1,1212,15,גצûûהבןדתםת,2014-7-28,ז,
411,10,5,לפצנסםמüעüכךûלשזפץב,2013-7-6,496,7,ÿרב‏לודתןעץפפםא,2016-9-10,ל,
412,20,9,תגעקü‏ףףח‏עü‎י,2014-1-12,1066,16,ףלûן‏ÿדמץûךישםשמסנ,2013-6-2,ל,
413,22,4,חללפשÿûסבטû‎שכעע,2015-11-21,484,4,ןכפנורüהÿכב‎ÿלתהקר,2013-2-25,ל,
414,18,1,כשלךûקזאססטףסיפ,2014-5-8,3034,7,תטקנושנב‎לטזטא,2014-11-25,ל,
415,8,5,ûמאץחםפטומדהףו,2014-8-14,842,6,ץךםצפüםפüצוקסאם,2016-1-10,ל,
416,37,7,ף‏כטעÿטמםכןתזכעזÿזןךגסע,2013-9-5,3532,8,‎ד‏תנתטלבעהמגאגשנב,2014-2-4,ל,
417,6,7,חזאÿםףהשמבבהחמרנףפאהע,2013-9-18,2586,8,צכמךשקךצץגנקב,2015-6-25,ז,
418,17,3,פפזלרםצסיפן‎וומוקכהךסדטשü,2013-2-20,1243,4,אקüגתזקףזםחתןרסקז,2016-3-6,ל,
419,10,3,סעÿ‎ונפכמ‏פסערתחץא,2016-10-1,560,7,ףסüûל‏כךילןסüצכץלףד,2014-4-12,ז,
420,35,9,יüםםאהפüיחי‏גד,2016-11-17,805,2,חכה‏סדÿגיףדצ,2013-12-16,ל,
421,35,2,נתךוההקפכןשטגעצüחז,2013-5-8,2373,12,טסמûפרץקצצךזשûןרא,2016-7-19,ז,
422,6,9,ץכ‏ףצשü‎יכוטצקדחצוסץ,2014-8-7,555,16,גףסףםמנחÿפלם,2013-3-7,ל,
423,32,6,שךלקנושןזחהüקמבס,2014-4-6,2393,18,מץךגגûערץבועמ,2015-11-9,ל,
424,28,9,‎פןכ‏גםקהנהמכרקקםûנדו,2014-12-24,1708,19,שהאגללחץÿףכרה,2013-1-23,ז,
425,19,9,דעכÿûס‎üזטץהחתצק,2016-3-6,2791,4,ץבצ‎זאזימגןûףחחבקק,2014-1-21,ז,
426,4,4,נ‎ןאחנוחנץû‎טאûננבמ,2014-2-23,53,16,‏ץםקקנוץיעץה‎סךמישע,2013-10-24,ל,
427,31,8,טהתלחפדÿאםטאןמתםח,2016-3-11,118,1,בלקüלמוûץזטעקםזתצל,2016-4-10,ז,
428,35,1,ûןחתגפנשפמםüרüף,2013-1-18,2773,10,תיגתüהסמ‏דזüלףז,2016-5-24,ל,
429,28,6,וץüסחסהובבשתךסוÿגףולץנןנ,2014-5-8,4067,16,ב‏נםכÿטמלסנ‎ך,2013-12-19,ל,
430,17,3,ÿרתÿÿוץךנבצמםם,2014-12-8,3764,16,זיתזץÿס‎ÿר‎עקנ,2016-4-25,ל,
431,12,3,ûגüסצכלûטד‏שץטהדגא,2014-7-10,392,11,תךסזקהןםגזאפ,2015-8-8,ל,
432,29,2,ם‏ד‏ûחלמטינךתÿהד,2015-10-20,1759,5,כב‏קמץםםילךךנ‎וץüמש,2015-7-10,ל,
433,9,4,דךסקדרשטרÿתךז‏אחשגתטיץשז,2014-7-23,3261,2,ודםןפקטקק‎יאריÿמûשבמ,2013-1-1,ז,
434,11,4,חüסךגûאץü‏אףדןחשהןתבו,2013-4-23,751,13,בזתהÿףûכףהבנגתש,2015-1-28,ז,
435,1,4,יזףלקה‎דמזוטמתמ‎בףסי,2014-1-9,1343,7,üבטüרסלץ‎יךםבüקףג,2016-12-22,ז,
436,4,4,ךשרללו‎ÿיהתצצכב,2015-9-18,4407,5,טהצגטהשלך‎ןטüשחשדצû‏,2013-2-4,ז,
437,10,6,ûיÿם‎ס‎פםץצףל‏דפעתךצכנא,2016-5-10,3352,9,םבב‏ûעץו‏ירילםÿרננ,2015-2-16,ז,
438,19,3,בכשûוטלוûךתואל‏צסחאףסהק,2013-12-12,4588,19,מאüגסנגךירקח‎צםס,2016-2-8,ז,
439,8,7,יכסמûקכזוחעךכ‏מצטאדכמ,2016-3-2,4452,17,לץם‎צÿûמךיז,2015-1-25,ל,
440,11,4,üשÿחפץיצהןüתÿגשבע,2016-2-6,285,11,‎דצ‎ף‎מ‎פףûזמםצשח,2016-9-11,ז,
441,20,5,טהדüאשףו‏צעזוייףוכüסחץן,2013-8-2,313,18,ברÿףכצסüצכףצט,2015-10-6,ז,
442,23,8,כגךרסחנטץÿגז‎בטכמףחפ,2013-2-21,4267,1,רהל‎אוûקקךלזחחנ,2013-10-13,ז,
443,34,3,צגזעץכתזטאסגףחזוהדגו,2013-10-28,1184,9,ןפץקןüךכצüזודןז‎צ,2016-10-7,ל,
444,30,8,סנשûעכץבסûאץüחףקÿ,2016-11-6,4321,18,ÿםגףדûלאüמץüאצאנ,2013-10-18,ז,
445,10,6,שםךקקסזךוםאפüושדדûאת,2014-2-22,4846,13,נע‎ûףחדצ‎רופנםצןצ,2015-2-1,ל,
446,24,5,מטדיזק‎מ‏סÿפלםשרבו,2014-4-6,3605,14,קזךשזבתגגחקüאיÿ‏לפ,2013-3-7,ז,
447,5,7,טצ‎אדונכפ‏ûור‏ûדÿא,2016-6-14,2900,14,בסתהםלם‎חךעץ,2016-7-25,ל,
448,22,7,ף‏ףדשרחטהגד‏הבעצסצש,2015-6-24,638,7,נםדלזיקת‎בבלשפע‎תץ,2016-11-13,ל,
449,24,6,סך‎ûלזבטאדישנב,2014-8-16,1581,0,מענדעארשילשהÿיןבל,2015-9-10,ז,
450,11,2,דטנבזÿךצ‎עוזבישגסץדשיסגדצ,2013-6-5,1312,15,üיץןצםנהגךשוככדט,2014-12-28,ז,
451,32,6,‎כנזאסמüעüךמזהםקûצ‎ןצתקץן,2016-3-16,4939,18,בךÿוקגנך‎לתן,2015-10-2,ז,
452,37,4,‎‎בûםחץלפטשמגשנחûדסהו,2016-1-13,1024,2,חצטבתףךמץקבגןי,2015-4-8,ל,
453,32,5,ûףצצחפאפהüכלנגÿש,2015-4-23,561,19,‏זזםסךÿןחקלמתמ,2016-3-11,ז,
454,32,2,טגעûבÿגןקבןסקףזכמü‎טןצü,2016-5-7,429,4,חןשופבüתז‎ףןעףדכקר,2015-11-11,ל,
455,29,7,זûנדדטשצבייןציכגקש,2014-3-24,1252,14,כהי‎י‎השףיךןצלרשר,2013-3-4,ז,
456,24,8,שטפפûוüזטעננקגסאכ,2013-6-2,573,3,קüאךÿףלרûךךסץן,2013-6-26,ל,
457,17,4,‏קלבקזצתבודרצקצהכס,2013-1-11,3574,4,הגרף‎üתדטוûה,2015-11-26,ל,
458,37,9,זםקיעידיךתהי‏בטעוז,2015-2-13,2693,1,נטüתא‎ךךזיחםנ,2014-11-8,ל,
459,12,6,צמüÿÿרץףידםרם‎נבו,2014-10-24,483,3,טזרמ‎ןחזיספטחט,2016-1-18,ז,
460,21,3,וזךץאךûכדעצד‎שקüגüתןקתע,2015-9-9,1222,11,טתי‎ךעÿתףüעממז,2015-10-18,ז,
461,23,9,נןןטהחיציםץץ‎ראענחתירטםנ,2015-10-10,718,0,סםנסבחוןנ‎ר,2016-1-22,ל,
462,3,4,לץיעקץח‏‏הצגאן‎שג‎צ‎‎עטץף,2013-5-20,2840,5,כןסןשגאזגצמאםמב,2015-4-24,ל,
463,5,4,רקחגשילÿדנלÿגףדÿףןהצאע‏טל,2014-2-22,738,13,סיותמכ‏ףקציסוע‎תרפ,2014-8-23,ל,
464,8,5,רסחץכץה‏לûק‎ןרלרםףבךח,2015-2-12,4716,1,מüןעהםדÿאמולדכבהרנ‏,2016-3-26,ז,
465,20,9,זלתגגטקצכזצףדןה,2016-4-14,6,12,כחץשץץךüדםגפקףאךןחקן,2016-1-2,ל,
466,28,3,כונרתפףוסץבאכוüשיןטל,2014-8-4,3216,8,טסךץüגףזיצÿו,2015-10-14,ל,
467,37,9,עטץםüאןüפאססזששגû‏üüאש,2013-12-17,3326,9,פ‎גועûÿחהדס,2016-8-25,ל,
468,22,2,עטרûטסתיל‏וםםע,2016-5-16,1841,6,ÿÿסשת‎ןשכץזעדהץתמקüÿ,2013-2-23,ז,
469,12,9,‎רזםף‎‏ךךעקאךכüרךצüש,2016-11-18,470,9,ûייאךטזצüרטבלר‏אלÿע,2013-5-1,ז,
470,5,4,‏ח‎שבג‎גהÿץמבבםצדענב‎םוףû,2013-9-7,369,1,צףככה‎תקףפגץקפא,2015-12-21,ל,
471,34,8,ביהלüועאגטאךטלקאüנ,2015-9-18,4801,17,‎תככÿüךüהבת,2014-8-27,ז,
472,23,3,סכחטתסעסגנפסמח‏חףטיפשל‏ץ‏,2015-12-5,4206,14,לעÿנזצתגבנלע‏םצלםמל,2015-4-1,ל,
473,7,8,ÿתגםפצ‏ילךןעגץיקüץאן‏ן,2014-2-18,745,8,צצןמאך‎דÿמזבûÿךקס,2015-2-8,ל,
474,3,3,חמח‏ה‎דןאהוךסי,2013-8-17,495,4,ץץאלןדאנרובשש,2016-7-4,ל,
475,22,9,לטקףתÿםב‎יקםאץששהמ,2015-8-26,226,8,üהחüץן‏כהלל,2014-1-15,ז,
476,31,5,ןעזחüזרüץןוהפלרךוןןוצüמקם,2014-2-9,2334,9,ח‎צםעסüףץךלססץ,2014-10-6,ז,
477,38,1,ףשפנבמקדüזץפיבÿאבג‏בט,2016-11-11,4066,1,ץזטלעאך‎אעüני,2015-11-7,ז,
478,33,5,קפבÿחפכ‏ןכûףיש‏אשד,2016-2-28,229,4,ןיל‎ןשןבאסÿÿ,2014-2-17,ז,
479,7,6,דעמןגצהירוהבכüיפסם,2014-9-14,2595,9,חו‎ןü‎פםפשלדתס,2013-9-3,ל,
480,24,9,תשךתםÿשךטל‏‎לטכל‎û‏ןהüדנ,2014-4-19,2599,13,ûחןבקאץצבזצרםכמדריש,2016-6-8,ז,
481,6,9,אניןÿקהנהךגכמûב‎צ,2013-6-20,2386,2,תשרצÿטנהצהüüעאץ,2015-3-14,ל,
482,33,5,צÿץסתצכגטזחו‎םוסהץצזן,2016-5-5,710,1,מ‏פסףמזקםÿ‏מהגרר,2014-11-16,ל,
483,29,5,פמןןסקעמ‏ףשךûןל,2016-4-3,2238,15,בכתץאüüףתיגרדחÿ‏üג,2013-5-16,ז,
484,23,8,קטשךראבבלצזאחגלךךםכן‎פ,2014-5-27,4864,10,רשחארפךûüךבלםףףכמףז,2016-10-25,ז,
485,34,7,רדםשלÿםגרזצחהמûהנ,2014-6-7,4228,6,ציטסצתחויץץרקקףתבחץת,2015-2-1,ל,
486,21,4,לסבהעפ‎חחדזהחת‏ז,2015-11-6,2543,0,תץלהקתטטûüû,2015-12-4,ז,
487,35,6,‏לבקחנש‏אûףג‏דûםף‎אדחדח,2015-7-14,3504,1,‎שךÿרסחמענהמסצם,2014-10-10,ז,
488,9,3,םאמגûאנסכקתנ‏סןא‏דטךבק,2013-1-17,1276,1,יגמקגüסץןז‎ןוססרא‎תץ,2015-8-8,ז,
489,22,6,כףההûüשץצטגץזוהה,2014-8-5,586,6,כארüתעחאüדם‏,2013-2-21,ל,
490,21,4,טûב‏זבכמםלםüיג,2014-10-5,1387,1,סח‏ארוםתפעיגימ‏ז,2015-10-1,ל,
491,21,2,טבכ‎טסךלנתןחככ,2016-4-6,2993,2,ÿץהעהיש‏‏דשףהזםוו‎,2014-5-14,ז,
492,12,6,‎יןמנאûצעוחגûותןאכו,2015-8-26,2744,4,ץרוןנאטקהוקןפןןירהחק,2013-8-18,ז,
493,14,5,צ‏ןס‎ס‎פלתאכאןךץמוךע,2015-10-15,1938,10,‎ןזכננס‎בנגûץחאאמזג,2016-2-17,ז,
494,14,8,וצרונוץם‏ךתבשץזץץûךהעי,2014-2-28,2927,19,נאצקתנ‏ן‎ÿוÿû,2015-2-24,ל,
495,16,3,‎תהפכ‎עהםה‏‏דתקט,2013-11-10,1472,5,רםדמûצנףךעד,2013-7-25,ז,
496,25,3,זבלבצסÿהרזכאÿתףאÿדדךמטשתנ,2013-4-27,2986,17,דצרסאסמקסענדקוךא‏,2015-5-3,ז,
497,5,6,חיÿתטנסףמחמףו‏רזש‏ותםם,2015-3-17,4882,10,םשחשדשטפץפהש,2014-4-6,ל,
498,28,4,פגהםתךאתםÿשםתםצבתפחרû,2013-1-7,1068,17,‎ף‎ךצךצכןךקזי‏ספהûץר,2013-11-13,ל,
499,12,6,עלüאטובבששןüüף,2015-11-11,2488,8,כחקמזסותûכמ‎,2016-3-19,ל,
500,16,3,ךשךכûאדûüי‏ûגזÿץבךרא‏עÿך,2015-8-16,277,12,אÿאענח‎üולזרפ,2013-6-14,ל,
501,35,9,טÿרחשעךיטוףחגאכ,2016-1-14,4041,3,ם‏שע‏החםרסןךטנגגןסÿ,2013-12-20,ל,
502,36,2,מ‏üחהאחמפÿץג‎ףם‏בו,2014-7-11,1817,3,ףלצכוקלאבץוÿ‏יב‎ףהו,2014-8-27,ל,
503,5,3,‎תטÿוטמûזÿüûחתם,2014-11-26,3978,6,עüטקה‎וזלךטרüהדמטר‏,2016-11-20,ז,
504,18,9,כ‏‏טüצקשפףקקאש‎ף,2013-8-17,502,18,לר‎‏‏גüסצןû‎פט,2014-10-24,ל,
505,36,2,לטטÿטסשגצÿזתרÿצ,2015-9-10,223,11,רפהששלמךגויזו,2013-7-23,ז,
506,11,4,חהû‏םלÿזÿפוץכךקוןÿ,2013-7-5,852,16,‏ףצרבחבÿצןרףמחף,2013-11-12,ז,
507,15,3,ףעאדבזמüכהüאûהןכיטףמקÿ,2016-12-12,3578,1,י‏ספביפÿירר‏כר,2015-1-10,ל,
508,8,2,ÿחיגךכלכרורÿקץרךעעüנםשש‏ס,2014-2-25,1041,12,ץכשיאûקחאםם,2015-11-23,ל,
509,30,6,גב‏םתצםץבזנףףכחצעץרüק,2016-9-19,222,6,‎וזישמצûאגûבם,2014-9-3,ז,
510,28,7,זתץפףעפבןקץמשבאנחûדנםתעאב,2014-10-5,3605,6,ןורסûינק‎ליוטזכ,2014-2-24,ז,
511,31,3,ידפשמנקםץספשפעץזתקגסד‎ן,2013-3-19,2540,9,ח‎שרפד‎ל‎üת‏המ,2015-8-12,ל,
512,10,2,צומגכעחתב‎הםחחןןק,2013-3-26,4137,4,דחגיבגפסןדע,2015-3-9,ל,
513,13,3,גללחנץûקח‎קטכםץזחסÿוץ,2015-11-13,286,14,גגשÿשת‏כחûףבכ‏,2014-8-1,ז,
514,24,1,דרבû‎קüועדשםûÿ‎פכדעמענטûב,2014-3-17,1095,14,קüוןלפףזךץאחמץגג,2014-11-28,ל,
515,17,2,רןרוףתהףמרתבעבבך‏חסצלכקכ,2016-9-28,4429,18,ÿישןךצזםז‏‎ÿחפסאמו,2016-9-25,ל,
516,2,1,בגגיעךüזץפדבüû,2014-2-3,3679,5,ופעבלצינכש‎קםם,2014-11-26,ל,
517,24,8,נףד‏ûזסÿץאךüהאדזו,2015-8-15,393,9,צאעüככסüףצחשוםüי,2015-11-2,ל,
518,8,6,üüדכםגאדתובגנטלךü,2015-6-12,2002,12,דמחתשהÿטלפץץ,2013-5-28,ל,
519,31,1,תכצןמג‏נ‎üאאידייגקמתםûע,2015-6-15,1178,8,‎אפףקץטקגכךמלבוגה,2016-10-22,ל,
520,35,4,האףתףם‏בזאדעםקüענךכיאצמ,2014-7-16,75,7,דםדסהחüסחררכירבץגף,2013-6-22,ל,
521,15,4,דףךהךםפ‏פויחÿפמבףמצדûח,2015-12-21,2815,10,התצüםû‏בגעשןשכפנגיפג,2016-11-19,ל,
522,29,2,צטעוךלבז‎פםפûהתץ‏ו‎,2015-10-1,1835,17,כץûייתטןצ‎ÿוüס,2016-10-20,ל,
523,25,3,םןעאדדרככק‎קצוזוצטסחבסûûע,2013-2-24,529,18,ופןץסזקחבחוזהץ,2013-12-27,ז,
524,19,2,וגפסלנץהעךזפצ‎,2014-10-22,214,4,גûקתתסשלü‏פססשקטטב,2014-6-23,ל,
525,39,5,גדקבאאקבבראמגאיצההתםא,2015-2-10,3462,5,üחזצםהÿüטזתטמÿסÿרנןך,2013-10-26,ז,
526,36,1,ףהקרפפכץתסלטרל,2015-1-17,3112,5,‏אדנשאןיûרûער,2013-9-9,ז,
527,24,7,ÿנגטעץשפûנדיזןהי‏בדמדץÿס,2013-10-14,843,14,זשםףןוףירדןפש,2014-8-1,ז,
528,22,5,גצזדעדטÿף‏‏ךםÿםבש,2013-3-23,4017,17,זחבנÿלזיÿעחכיüןהכ,2013-9-19,ל,
529,35,1,גךשחרזמנמציגסהת‏ם‎יûנו,2015-8-13,2417,3,נצרגÿטאלבזשמףלרüי,2013-3-18,ל,
530,18,3,‏ץרךצû‎שמטüחÿ‎ו,2016-12-25,379,3,עקזןגףעמאהû,2014-5-26,ל,
531,19,8,כ‏דו‏ךנןנג‏ולפסמךלשיאע,2014-10-28,1317,15,מחע‎יינתמייחאטחץ‎ב,2016-10-15,ז,
532,32,7,מלחולאקןבחןüצץוÿגןץןףדכשכ,2015-5-3,4752,2,םטסûגלüלנ‎שםלם,2016-1-19,ל,
533,19,6,ךתסיתםעקקüסüךאנש‎,2013-5-6,1194,7,אקכרחטחעחצפםפצ,2016-10-6,ז,
534,36,6,ûבנףוכקסרנכבûכנםהטעג‎,2014-10-4,920,14,דבקפעהüברמלüאטזüק,2014-6-19,ז,
535,14,6,תךסכ‎רבםבלהחךכ,2014-1-28,4152,1,ןשרשיעאטזצ‎,2015-3-7,ל,
536,28,8,טךסהזûÿûאשאבםנזףמ,2015-8-18,3556,0,ûאףטןûדץמחאשףוקתש,2014-1-6,ז,
537,25,2,‏נצגערפזפיתלרüךג,2014-3-14,913,5,וגןלשףץיןךדזחתסזההיא,2015-12-22,ל,
538,33,2,םףעץûכאהגûור‏תטירדמûץעכ,2013-3-25,2097,3,ףחףהאףקגעûאב,2016-2-28,ל,
539,12,1,מףחקםהודשססםעזןתףהםן,2014-3-25,3308,19,ÿצ‎עגשס‏למצ,2013-4-23,ז,
540,16,6,נקתקדיטזמדכן‏ם,2013-10-20,1558,10,חמזחשרלכךגםז,2014-5-2,ז,
541,6,1,גהüןסלחהץשץשןש,2014-10-11,1468,5,אאהבבלקüנגעÿממצ,2013-8-21,ל,
542,35,4,ןםפנררÿט‏שבפכדנû,2015-7-1,1105,18,ןצתרפםחעצנהןךעדÿן,2014-6-15,ל,
543,12,1,ûץעכ‏בתרןדםלהסÿזעקûךש,2014-7-12,1337,12,לדץכפכגצא‎טץ,2015-6-18,ל,
544,38,3,ןכקה‎הךûםפ‎ףלאץףפע,2016-11-2,4393,9,בפךלטÿךחגלםב,2015-2-16,ל,
545,35,3,פוזףןדÿרץעםענהעץר‏לניÿןתפ,2015-11-8,4173,17,ץוכוהסÿגוכתץשÿחס‏,2014-10-8,ל,
546,24,3,טחץÿףלףתאנזזנבסהצ,2013-10-22,2910,11,שםחורכדץüÿאע,2016-6-24,ז,
547,6,4,‎נÿחבלףרחנחÿםסכתזזןכÿקויג,2016-9-11,1979,4,נשלתלקדואüע‏ÿאגÿכנ,2014-3-11,ז,
548,21,2,םצישהאאצגגטצûנףע,2016-9-23,3679,6,סאךûםתרüדטûםדנע,2014-9-14,ל,
549,17,7,פüוקךךפחלםךג‎עקנרצכ,2015-1-25,3406,11,‏ףץûת‏‎לןהרףןגÿצרסת,2014-3-13,ז,
550,15,3,דÿגגתראץ‏תלציינקûףנ‏נר,2016-3-16,550,12,דהדףןזןר‎אמנר,2015-4-27,ל,
551,8,3,ךסץנאתÿךטüחבנבודתןץחץםס,2015-12-16,3781,16,פ‏תלקהÿרדכלן,2015-1-9,ל,
552,34,3,לדשקטוסצאוüעףףûתט,2016-5-12,833,0,üכךÿקקנטוםיזסÿסץנ‎ט,2013-4-13,ז,
553,37,8,צחפבם‎דדתÿוגעתזזכבüדש,2014-2-24,1448,18,גךטÿףאךכג‏ףט,2014-4-26,ל,
554,26,9,ט‎ןץאûוךüףüיפכע,2014-5-26,4841,0,ךקסףלפנןםפועüÿטזמ‎,2013-2-16,ז,
555,7,2,קנץךסתרדÿאללןסת‏הןל,2014-6-3,2429,6,עסלדץמחדזךזח,2016-3-9,ל,
556,10,5,ערצב‎ûÿמ‎לץךןוÿןצםףךüעüם,2013-5-27,3685,12,ךכזלט‏יסעס‎מןבתם,2016-12-14,ז,
557,11,6,‎עחרהף‎טאÿתףץת‏מתםüחן,2015-10-18,3312,14,גכשגשמץüדהעזאגגÿבüף,2016-2-7,ז,
558,30,7,מםüשקםכÿיטלמכץוא‏חןüûאריû,2015-3-1,797,11,נדסגמ‏הבמלףלו‏רוÿÿט,2015-11-23,ל,
559,19,2,קטץבצראעיםרטפל,2015-3-25,2339,6,מםי‎סצשנתÿףת,2016-10-21,ל,
560,14,2,ג‎ד‏ûוףרלüקץשאדטבכ‎לüגאאא,2013-4-19,4082,7,חüצםיגÿאדשיסÿס,2013-1-2,ל,
561,33,4,‏טךףצהכצאניםזתעאגךשחש,2014-2-25,1326,12,ÿשםתוÿעופדסוב,2014-2-12,ז,
562,32,6,לומחמץ‏קÿ‏חמטüזבת,2015-3-21,3594,19,רÿףנאינחספעףע,2015-1-3,ל,
563,20,6,ןהונקאûקם‏דתמקבגפמ‏ÿת,2015-6-23,570,3,לפתüוחüüסו‏ז,2014-3-28,ל,
564,34,7,חכגד‏הÿûכב‏תüחדועב‏,2013-12-16,4283,13,ןר‏אל‏קמפפנרüט,2014-4-6,ז,
565,39,6,טמלנüÿנüטואכ‏תתפין‎ד,2013-5-23,3313,13,םף‏‎ססכ‏עתית,2016-11-3,ז,
566,13,4,פûזצבüגÿןצךודזץספרןף‎םח,2013-5-27,1648,15,פךצףכךלצפקיעלמיÿש,2014-5-3,ז,
567,16,6,דÿמךכתט‏ח‏ראעטץצללץםתחס,2013-11-27,3125,4,וצז‏ךקןשפםרא‏סדשט,2016-1-25,ז,
568,36,7,üוüמדצץדםאאזנןטם‎גג,2013-8-9,3875,11,ûץ‎עקידץםמאתלד,2016-4-1,ז,
569,36,5,‎מÿןוזוניומטהזפ,2013-11-23,618,12,לגןךÿאםיתמכץ,2013-6-20,ל,
570,5,5,üשוט‎ןץהדעףרÿûדחף,2016-11-14,3359,6,ÿשקלןפובעום‎בךא‎,2016-4-28,ל,
571,35,1,וüזךכעכÿרדננזףסצûאכיÿ‎,2014-11-21,3156,0,בעגÿנץךלשיÿü‏üד,2015-5-24,ל,
572,23,5,קףפגתüגüûוחפגהלüטבםמטץמ,2014-10-19,4554,3,דם‏סץדרמקןא,2015-3-13,ז,
573,9,8,קחעניסףעץûךומתןץÿאקףיץתד,2014-10-13,4453,17,‏קןנויגÿ‎סדסטןבטיף,2013-1-12,ל,
574,30,8,חמחüןף‏גצכךוÿא‎û,2015-5-3,4820,14,נתמך‏קûרתרבךץספץבב,2016-10-19,ז,
575,20,1,ץÿלצפפקרימו‏זבזטהתטתÿמûר,2015-1-16,1540,5,מדפÿקצעÿךט‏ûש,2013-10-11,ל,
576,31,5,סÿןדםלמûמףצטמ‎,2016-3-25,1186,14,ליג‎םזכ‎קהüךםלט‎עהכ,2015-3-4,ז,
577,10,1,ÿרבתזלחדûüךÿנגכגשסהטעדףיד,2016-12-19,2163,0,גûבנללÿב‎פאשולב,2013-4-27,ל,
578,35,7,‎רג‎נ‎שמÿנÿû‎זכןתדÿ,2015-10-13,2352,8,ןזûדגןתףירגןûןüט,2016-4-24,ז,
579,3,7,וץףÿקחתכמנûסÿשךיםמףשק‏צצן,2013-6-17,4767,11,מט‏‏גûרר‏כûף‏עכפטף,2015-7-7,ל,
580,20,4,‎ÿ‎ופבûשכחכדדשוחגר,2015-6-16,216,14,םףצ‏בףרלרןהזםגר,2014-11-18,ל,
581,15,6,זנûמלדüאקûדדמüפץה,2016-6-6,4586,16,עטןסתובדןזבÿזûךהףאÿ‎,2016-8-17,ל,
582,21,7,שעמצקשפךהעדםךףכבפטמידאש,2016-4-3,3828,18,מרשמפבפרÿהûקכגרקח‎,2016-9-21,ז,
583,16,6,יב‏ךעדהצנ‏עכעקםל‏,2013-8-13,1713,1,ץומצךתנחכשספש,2013-3-8,ז,
584,34,6,בךז‎חםû‏üבטÿדככסש,2014-1-8,4345,8,מüכדûווûדüנ,2014-8-18,ז,
585,20,2,ס‏כתצרÿףסשזבקףץûק,2016-1-28,4642,7,וםיםךוסולגסüגן‎ח‏,2014-7-22,ז,
586,24,2,‏קםקחבזםהים‏ג‏הסûüלתד,2014-9-2,3218,2,גדףûזםפ‏עןשלןבכ‎ךטכ,2014-9-24,ל,
587,34,3,יכויקלדלשיבןץאקüד‏ןהûבשזף,2015-1-15,784,11,ןתוכת‏מתנמט,2013-2-12,ז,
588,31,7,גץפדגףגÿ‎פיכנעך,2014-12-12,116,7,סצûבגןו‎ûהכד,2014-7-9,ז,
589,37,1,ץנטקפפ‏מחםרףתןטחûש‎,2013-11-24,3640,9,ף‏ץשיקבףüקףולףאÿ,2014-7-7,ל,
590,19,5,‏פÿטגהאשץûטנ‏פÿ,2013-3-21,2422,0,אנרחק‏ףחÿכ‏ףûüררם,2014-3-28,ל,
591,7,2,ךחע‏הה‎פשÿ‎זנקÿתגםשאצ,2015-10-2,1872,3,פזםסחפץטûנעûאאזרהךכ,2014-11-17,ז,
592,2,2,כ‏פפ‎עץרשטשרעס‏לנךûû,2015-5-2,654,0,גושץטילהיבסטביךם,2013-9-19,ל,
593,36,6,סםפÿמ‏וÿעזץףחענ,2013-11-25,1495,9,אÿייהעש‏פץüרüסאת,2015-6-9,ל,
594,30,2,נץכי‎ךצזיûה‏דכרעע,2015-2-22,2353,10,ûûץטûנקתרששדץאזןרהשÿ,2013-9-20,ז,
595,38,5,‎זיקüצשטוחדפאףיח‏ץטץנןנ,2015-12-21,1235,15,תüפגכדסרת‏ךף,2014-2-3,ל,
